work_year;experience_level;employment_type;job_title;salary_usd;employee_residence;remote_ratio;company_id;employment_status
2022;2;3;28;154263;1;100;9;3
2021;1;4;20;242095;48;50;17;1
2021;4;3;27;547988;17;50;12;1
2021;2;4;39;243325;31;100;5;2
2021;4;1;34;445151;51;100;23;3
2021;3;4;46;254433;53;50;85;4
2022;1;1;36;194688;55;50;89;1
2020;4;2;26;542502;57;0;11;2
2022;4;2;10;510219;19;50;17;1
2020;3;1;28;102068;2;0;41;4
2022;4;4;12;189366;55;0;9;2
2021;3;4;17;381270;5;100;78;2
2020;4;2;44;44882;11;0;81;3
2020;2;4;15;48580;21;100;5;2
2020;2;2;44;558971;28;100;22;2
2021;1;1;13;570990;33;100;25;3
2021;3;4;22;552622;26;0;61;2
2021;4;1;38;97717;18;0;7;1
2021;1;1;9;270306;35;100;11;1
2020;3;4;17;222736;28;50;60;3
2020;2;1;40;516793;17;50;28;4
2020;4;2;23;443270;32;100;19;3
2021;3;4;10;224155;31;100;75;3
2022;3;2;35;301464;57;0;88;1
2022;1;2;16;276568;39;100;57;1
2020;4;2;8;352267;8;100;21;1
2021;1;3;33;243655;25;100;65;1
2022;4;2;1;534400;14;100;100;3
2021;1;4;44;528377;1;100;45;1
2020;2;4;32;75625;56;0;84;1
2020;2;4;5;164218;2;0;43;2
2022;4;1;14;371786;52;50;91;1
2020;1;3;3;484233;34;100;74;4
2021;1;2;20;336678;17;0;49;2
2021;1;3;35;584698;7;100;38;3
2020;1;2;22;199352;53;0;18;2
2021;3;4;14;399572;19;50;68;2
2020;4;3;3;385631;45;50;6;2
2020;2;4;3;53158;28;100;9;3
2020;1;2;10;102013;54;100;7;3
2020;2;3;25;291933;41;100;93;4
2022;4;4;28;121518;3;100;88;4
2020;2;3;10;492159;40;0;88;2
2020;2;1;40;546714;10;50;3;1
2020;4;2;47;280675;21;50;29;4
2022;1;4;23;173059;42;100;74;2
2022;1;4;6;314470;32;0;62;3
2020;4;1;46;41809;53;100;14;2
2022;1;3;43;313100;20;100;79;3
2020;1;2;38;275397;45;0;75;4
2022;1;2;38;170547;24;0;28;3
2022;3;2;48;440845;25;0;56;2
2022;3;3;10;285268;12;50;92;2
2021;1;1;39;278058;39;50;29;3
2022;2;3;23;437919;20;100;34;4
2020;2;1;13;529540;5;100;82;3
2020;4;1;11;119764;35;100;23;4
2020;1;2;2;353276;17;0;97;2
2021;4;1;7;374708;2;0;49;4
2022;4;3;42;185302;26;50;17;2
2021;4;4;8;257065;57;100;48;2
2020;4;4;35;93310;46;50;83;2
2020;2;4;31;9023;15;50;91;2
2021;3;1;9;513554;6;0;6;1
2021;3;2;12;589215;3;0;83;2
2021;3;3;32;10767;23;100;54;2
2020;2;1;24;507581;17;50;17;2
2022;4;1;49;543416;43;50;86;4
2020;3;4;39;512581;30;0;2;1
2020;1;2;22;442886;47;50;74;3
2021;2;4;22;135044;41;50;42;2
2021;1;4;39;49297;24;50;43;2
2021;3;4;22;224150;13;0;7;1
2022;1;1;3;242823;16;0;13;3
2020;3;2;37;451957;53;50;46;2
2022;4;2;25;385529;26;100;89;3
2020;2;1;28;508920;51;100;2;2
2021;3;3;44;572262;10;0;83;3
2021;4;3;3;477897;38;0;97;4
2022;3;1;40;571697;52;0;2;4
2020;1;1;32;156067;28;100;6;4
2021;1;4;35;428473;5;100;13;1
2022;3;2;16;122618;3;100;87;1
2021;3;1;45;583449;9;100;27;2
2022;4;3;19;345643;9;100;75;2
2021;4;3;12;94259;27;0;52;2
2022;4;2;43;473084;2;50;77;4
2021;1;3;25;329436;44;50;46;3
2020;2;4;26;182940;4;50;19;3
2020;1;4;41;569158;1;0;9;4
2020;4;1;44;274585;27;0;66;1
2022;1;3;45;402153;33;50;9;1
2020;1;3;20;584789;50;100;1;4
2021;4;1;19;178890;42;100;75;2
2021;4;2;49;368440;15;100;20;3
2020;1;2;16;536016;39;50;97;4
2022;3;2;8;453798;10;0;24;4
2021;4;3;23;148006;56;0;10;1
2022;4;2;41;96605;41;50;55;4
2020;4;4;10;10427;42;100;25;3
2022;2;4;41;191731;15;50;27;4
2021;4;3;11;585831;41;0;15;2
2022;2;3;40;433912;33;0;79;4
2020;2;4;31;123478;40;0;30;4
2022;3;3;44;307010;47;50;11;4
2021;1;3;40;241739;21;100;47;2
2021;4;1;5;36640;48;50;99;2
2022;4;4;31;4025;55;50;57;1
2022;3;1;18;435048;35;0;83;4
2020;4;4;3;586102;30;100;87;4
2021;1;4;11;373259;52;0;91;1
2020;2;4;24;152808;20;0;12;4
2021;2;4;29;202546;38;50;81;3
2022;2;4;48;224346;7;100;14;3
2021;3;3;18;279036;39;100;72;3
2021;3;3;38;333481;13;0;84;2
2020;4;1;7;410183;47;50;79;3
2021;4;3;33;37344;55;100;37;4
2020;4;1;19;116445;51;100;82;1
2022;2;2;22;373951;41;0;93;1
2022;1;2;10;497789;21;0;69;1
2021;2;1;50;281126;46;50;68;2
2020;4;4;17;70498;48;100;54;3
2020;4;3;28;123321;31;50;57;1
2020;1;4;48;95340;34;100;71;2
2021;1;1;48;454372;20;0;20;1
2021;3;2;8;389638;19;50;68;1
2022;2;1;6;239001;54;100;99;3
2022;4;4;41;368031;40;50;74;3
2021;1;1;2;71028;27;50;43;2
2022;2;4;35;19633;7;0;32;1
2022;4;3;9;356420;18;50;17;3
2021;3;2;31;559016;24;50;94;3
2021;3;3;25;421016;24;50;58;1
2020;1;1;5;388336;54;100;3;3
2021;3;2;12;570991;51;100;10;4
2021;4;1;43;262359;23;0;100;4
2021;2;2;11;128573;43;100;30;3
2020;2;4;35;390367;41;0;41;3
2021;2;3;34;575093;36;0;57;2
2022;1;1;15;445255;25;0;1;1
2022;4;2;6;39676;37;50;28;2
2022;2;2;17;403368;40;50;24;4
2020;4;1;35;234467;45;50;30;1
2022;3;3;22;150011;16;100;85;1
2021;1;4;13;549735;23;50;33;4
2022;1;3;37;468364;55;50;75;4
2022;1;3;19;153016;46;50;83;1
2021;4;1;4;174356;47;0;42;1
2022;4;4;30;37347;35;100;73;2
2020;4;3;14;273905;21;100;71;4
2020;1;1;10;355557;37;0;69;1
2021;2;4;22;181043;27;0;19;2
2022;3;3;7;153388;31;50;52;2
2021;2;3;25;544418;14;100;66;3
2020;2;1;35;501670;54;100;12;4
2022;4;4;18;501254;24;0;59;3
2022;1;3;45;79083;5;50;60;3
2021;2;1;40;46532;4;50;90;2
2022;3;3;29;343857;19;0;7;1
2022;2;1;6;361654;56;100;27;2
2020;1;2;44;15057;5;0;4;4
2021;4;4;23;542121;52;100;88;3
2021;1;1;31;375513;47;0;57;3
2020;2;3;41;114523;13;0;82;1
2021;4;4;46;373368;48;0;80;1
2020;4;3;6;120370;22;100;99;3
2021;3;2;41;109631;40;100;37;3
2022;1;3;48;357499;39;100;14;4
2021;2;1;21;401754;51;100;27;1
2021;1;3;41;208499;52;100;65;4
2021;4;3;25;264129;40;0;86;4
2022;2;2;33;130684;18;100;8;2
2021;3;3;38;420979;38;50;6;1
2020;3;3;46;359100;42;100;36;4
2020;4;4;5;125483;18;100;54;3
2022;1;3;45;24135;43;100;47;4
2020;1;1;8;334040;26;0;82;3
2022;2;1;3;318573;55;50;37;1
2021;3;4;37;402586;20;100;98;2
2022;1;3;22;81253;10;50;23;1
2021;2;3;19;212429;29;0;90;1
2021;2;2;48;128681;50;50;10;1
2020;2;4;22;469867;40;0;69;3
2020;1;4;26;23483;25;100;26;3
2022;1;1;10;135655;56;100;19;2
2020;1;2;18;20508;31;100;22;2
2020;1;2;1;78310;21;0;76;3
2020;3;3;2;300983;20;100;76;2
2022;4;3;6;132082;27;100;45;1
2021;1;2;4;74819;55;0;81;4
2020;2;1;48;492779;42;50;99;3
2021;3;1;28;51992;27;50;73;2
2022;1;4;33;450131;40;0;19;1
2022;4;1;37;292376;12;100;18;1
2021;4;4;31;396447;30;0;81;3
2021;4;2;50;108161;11;100;80;1
2020;1;3;50;224634;40;100;41;1
2022;3;2;6;472178;23;100;22;2
2022;4;3;20;511962;16;50;54;4
2022;2;1;8;456229;53;100;100;3
2020;1;2;12;160571;27;0;68;1
2020;2;2;10;501832;4;50;46;1
2020;3;4;7;417263;42;50;29;1
2022;3;2;16;13950;17;0;81;4
2021;3;1;47;460511;13;50;36;4
2020;1;4;1;216880;53;50;59;3
2020;2;3;44;86282;46;50;23;2
2021;1;2;22;538037;4;100;36;1
2020;2;4;8;33788;7;100;59;1
2020;1;2;41;567825;6;50;50;4
2022;3;2;3;167413;32;0;57;2
2022;3;4;48;112988;26;50;17;1
2021;2;4;29;395801;16;100;95;2
2022;3;1;30;447947;18;100;30;1
2022;3;2;12;28650;3;100;32;2
2021;3;2;7;435006;53;0;19;3
2020;3;2;28;135449;33;50;99;3
2020;2;2;5;269292;28;100;86;2
2020;2;1;1;181520;4;0;10;4
2022;2;4;47;525094;56;0;58;2
2021;1;1;16;93411;38;50;15;3
2022;1;1;22;598580;12;100;31;1
2020;2;1;35;357340;21;50;74;1
2022;3;3;1;194912;43;50;8;1
2022;1;1;23;418243;14;50;29;2
2020;1;1;6;446764;32;50;66;1
2021;4;2;41;399606;52;0;84;3
2020;2;1;10;201915;22;100;67;4
2020;4;3;33;273090;35;100;54;3
2022;3;4;7;418783;38;0;6;1
2022;3;3;25;540507;49;50;97;2
2020;4;1;27;167526;25;100;77;2
2022;2;2;1;224013;18;100;93;3
2021;3;3;25;98031;49;50;23;3
2022;4;1;49;363786;43;50;20;1
2020;4;3;8;474818;42;50;44;1
2020;4;4;19;312085;16;100;89;2
2021;1;2;38;349366;27;0;43;1
2021;1;2;31;138005;51;50;66;3
2022;1;2;44;140740;23;50;56;1
2021;1;1;15;181084;26;50;27;3
2022;1;3;43;279364;27;50;87;1
2020;3;1;24;266257;13;50;58;4
2020;4;2;22;574907;1;0;78;2
2022;4;1;50;489174;18;0;6;4
2021;1;4;41;272088;40;0;62;1
2021;1;3;48;529191;11;50;69;4
2020;1;4;32;85652;5;0;22;4
2022;3;3;37;420335;19;100;87;3
2021;1;1;45;102412;49;100;43;3
2021;1;1;2;486967;25;100;99;2
2022;2;2;16;198958;52;50;6;1
2020;1;4;21;469633;4;0;3;1
2021;4;4;19;400011;5;0;34;2
2020;3;2;23;528301;45;100;75;1
2022;2;3;33;150983;48;100;50;3
2022;2;3;1;215293;12;50;47;4
2020;3;1;35;593445;48;0;22;3
2022;4;3;49;566457;41;100;22;4
2021;3;2;47;136863;27;50;86;3
2022;3;1;20;58767;22;0;6;1
2020;3;3;27;588379;35;100;84;2
2020;4;4;45;493189;7;50;32;4
2020;1;1;25;435780;20;100;56;1
2022;1;1;15;590489;2;50;16;2
2020;3;3;41;95237;31;50;67;1
2020;2;1;46;237299;41;0;60;3
2020;4;4;42;151888;40;0;72;1
2021;4;4;27;551600;2;100;34;4
2020;1;1;18;290513;47;0;43;3
2020;1;4;27;477179;56;0;34;4
2022;2;3;38;32176;43;50;33;4
2021;3;2;36;369077;34;100;23;3
2021;2;3;32;564920;3;0;80;4
2022;4;3;48;226093;32;100;66;3
2021;4;1;48;245140;38;100;19;2
2020;3;3;38;352181;28;0;9;1
2020;4;2;12;378121;9;100;81;2
2021;2;4;20;569835;53;0;95;2
2020;2;4;27;358002;36;0;25;1
2022;2;3;44;448472;47;100;89;2
2020;4;2;50;339276;7;0;5;2
2020;3;4;42;580003;16;0;61;4
2022;3;4;40;28784;26;0;1;4
2022;1;2;30;496909;42;50;2;2
2021;2;4;31;270274;23;100;74;3
2022;3;1;3;56603;33;0;88;1
2020;1;1;43;483290;48;50;48;2
2022;1;3;47;302472;44;0;24;3
2021;3;3;22;181200;6;50;15;3
2020;3;3;14;327768;56;50;94;1
2022;4;3;11;583348;38;0;77;4
2021;3;2;48;422579;44;100;53;1
2021;3;1;18;581749;6;50;17;1
2022;3;2;42;186233;34;100;34;1
2021;1;2;8;536279;36;100;97;2
2021;2;3;30;128311;35;50;3;1
2021;1;1;41;64737;4;0;20;1
2020;4;3;24;326444;30;100;21;3
2022;4;1;19;555042;32;50;51;2
2020;2;2;22;378230;19;100;99;1
2022;1;2;5;83132;12;0;14;2
2021;1;1;29;304016;8;100;57;4
2021;1;4;33;492192;5;100;52;3
2022;4;1;44;379422;40;0;51;3
2020;4;4;6;130913;32;100;97;2
2021;3;1;35;28044;30;0;87;3
2021;4;4;19;229748;42;100;81;4
2022;4;4;31;531089;36;0;29;1
2021;1;2;34;199887;42;100;5;3
2022;2;4;14;108217;8;0;4;1
2021;3;3;40;59838;42;50;52;2
2021;3;4;15;30271;48;50;74;3
2020;2;1;50;479971;32;0;47;3
2021;2;3;23;287422;19;100;76;4
2020;2;3;40;139648;41;50;65;1
2022;1;1;37;391689;19;100;13;2
2021;4;1;7;130330;26;100;74;2
2021;3;1;16;86669;14;100;61;1
2022;1;3;38;43825;27;0;26;1
2022;2;2;15;404440;45;100;82;2
2020;4;3;30;334826;18;0;42;3
2021;2;2;7;236040;47;100;23;1
2021;3;1;14;541396;43;0;25;4
2021;3;4;43;7339;15;50;42;1
2020;4;3;23;595585;7;0;83;2
2021;2;2;41;410357;7;0;79;3
2021;4;3;32;209009;5;100;18;4
2022;4;1;49;564688;15;0;95;2
2022;3;1;43;262105;52;0;88;1
2022;3;1;46;245233;3;100;92;4
2021;4;1;25;392292;44;0;99;1
2021;2;1;2;585085;16;0;3;3
2020;2;3;50;80649;11;50;61;3
2020;2;4;45;4411;41;100;69;3
2022;4;4;26;148511;43;100;92;1
2022;3;3;39;158300;28;100;29;3
2022;4;3;15;236952;49;100;93;2
2021;4;3;49;407076;19;50;89;2
2020;2;3;38;551488;13;0;74;1
2020;2;1;33;260891;29;100;80;2
2022;4;3;22;564390;22;50;51;2
2022;2;3;35;565558;9;100;71;1
2020;3;2;13;425952;5;100;76;2
2021;2;2;16;371452;34;0;35;3
2020;4;3;28;507693;50;50;52;1
2022;3;3;16;135564;43;100;97;4
2020;3;3;31;205345;37;0;6;4
2020;2;2;16;260217;51;50;33;3
2022;3;3;48;408271;49;50;25;3
2020;4;1;19;320641;48;0;47;4
2021;1;1;33;76816;27;50;74;3
2022;2;3;28;128945;19;50;59;1
2020;1;1;47;22400;50;0;90;3
2022;2;4;33;20170;41;100;99;3
2020;3;2;2;276206;52;50;38;4
2022;1;4;27;577935;32;50;13;2
2020;1;1;43;363921;50;0;32;2
2021;3;1;29;143242;53;100;7;4
2020;3;3;13;17719;35;0;83;2
2021;1;1;24;266444;15;100;52;2
2020;4;2;35;283918;22;100;3;1
2021;1;1;47;492059;41;50;34;1
2022;2;3;28;245579;45;0;56;1
2022;2;2;6;333762;2;0;18;2
2020;3;1;35;181122;41;100;2;2
2022;4;3;42;433387;42;100;47;2
2020;4;3;21;296706;6;50;40;3
2020;3;1;18;369179;7;0;53;4
2021;1;2;12;54485;9;0;66;3
2022;3;2;3;580783;46;100;19;4
2022;4;4;26;5292;29;0;36;1
2022;1;4;9;81969;22;0;65;2
2021;3;3;32;3004;30;50;88;2
2022;2;3;29;540834;30;50;18;2
2022;1;2;49;284802;10;50;4;2
2021;1;2;14;144378;55;50;9;1
2020;1;1;48;556672;15;100;46;2
2020;3;1;47;430706;28;0;55;1
2021;1;2;33;19205;27;0;88;2
2020;1;4;37;326303;14;0;42;1
2020;3;1;21;344223;26;100;80;3
2021;1;3;13;174160;41;100;72;1
2022;4;3;33;65271;33;100;69;3
2022;2;4;33;226083;8;100;92;3
2021;4;4;10;268095;45;0;14;4
2021;3;1;46;350185;19;100;56;1
2020;2;4;25;260731;48;100;58;3
2020;2;3;42;120910;45;0;22;1
2022;3;3;10;346170;54;0;34;3
2020;2;2;36;557303;43;100;90;3
2020;4;4;39;196727;42;100;24;4
2022;4;3;8;51962;4;50;73;4
2021;3;1;9;179769;8;0;47;4
2020;3;4;38;13755;42;50;47;2
2021;2;3;25;13433;45;0;26;3
2020;2;4;25;420653;39;100;14;1
2022;1;1;39;324823;26;50;50;1
2022;2;4;29;15995;10;100;55;4
2020;4;3;23;85529;16;100;95;4
2022;2;2;35;182971;45;0;79;4
2022;2;2;36;453687;33;100;21;3
2022;2;2;33;123127;1;100;45;4
2020;3;1;48;509488;20;50;72;4
2020;3;4;3;519400;18;100;93;1
2022;1;2;45;283954;55;100;14;3
2020;4;4;44;402758;12;0;54;4
2022;2;3;18;316050;45;50;82;2
2020;2;1;35;221031;17;50;90;2
2021;4;2;8;263217;43;0;68;4
2021;2;1;2;549611;37;50;66;4
2021;3;4;27;327130;52;50;66;1
2021;3;2;39;518406;3;50;77;2
2022;1;3;6;388863;16;50;4;4
2021;1;2;18;525471;18;0;81;3
2022;4;4;44;352940;56;50;15;3
2021;3;4;34;120309;49;0;27;4
2022;3;2;26;450658;2;50;39;3
2021;3;3;22;550998;31;0;39;4
2020;1;4;21;437821;5;100;77;2
2021;2;3;3;336273;19;50;70;3
2022;3;3;2;351144;36;50;53;1
2022;1;1;32;476662;47;100;38;4
2022;2;4;44;46374;14;100;61;3
2020;4;1;21;550284;3;100;50;2
2022;3;1;35;458098;9;100;28;4
2021;3;1;37;394626;36;0;81;2
2021;3;3;40;172405;54;50;47;4
2020;2;4;39;506684;49;100;6;4
2022;3;2;27;584453;16;0;64;1
2022;4;1;6;350539;10;50;98;3
2022;3;2;43;21778;53;0;95;1
2021;1;3;23;283723;17;50;16;2
2022;2;2;35;563274;8;50;38;2
2022;3;1;38;467166;46;50;61;4
2021;3;2;8;409341;47;50;22;2
2021;2;3;36;413339;13;100;76;3
2022;3;3;2;60380;23;50;60;3
2021;3;4;12;119868;26;100;98;4
2022;2;1;48;24194;11;100;75;1
2021;3;1;14;470242;39;100;24;2
2020;3;1;31;348848;50;50;38;2
2020;2;4;36;311109;11;0;71;3
2021;3;1;16;113183;46;100;99;4
2020;1;1;9;230745;5;100;95;3
2021;1;3;19;584110;9;50;18;1
2022;3;3;9;462146;25;100;18;2
2021;2;4;20;13972;54;0;51;4
2021;1;1;29;444331;9;50;90;3
2022;2;2;40;362539;22;0;77;4
2020;3;4;27;49602;32;100;63;1
2020;1;4;27;13291;40;50;78;2
2020;2;1;10;316170;12;50;100;1
2022;4;2;40;384061;17;50;80;2
2021;2;2;29;66655;48;50;100;4
2022;4;3;12;227244;26;0;92;1
2020;3;3;36;548656;46;50;28;4
2021;1;3;28;533190;21;100;4;4
2022;2;3;6;25943;41;100;56;1
2022;4;1;25;533176;28;100;38;1
2021;3;4;18;20316;34;100;86;2
2021;2;4;30;537854;45;0;58;1
2021;3;3;35;374448;8;50;93;3
2022;2;2;50;39367;44;50;96;2
2021;1;3;4;211187;6;100;45;1
2021;4;4;49;192526;17;50;80;2
2020;1;3;46;498028;13;0;38;4
2020;1;4;14;574364;49;0;25;4
2021;4;3;18;276213;40;50;77;1
2020;4;2;16;327851;41;0;31;4
2020;2;3;50;92751;33;50;29;1
2020;4;2;3;228389;47;50;57;3
2020;3;3;45;14690;41;100;17;2
2022;3;1;21;588383;42;50;34;2
2020;4;1;12;263431;50;0;25;1
2021;4;1;9;598175;45;0;19;1
2021;1;3;25;451700;38;100;87;1
2020;2;1;22;15509;55;100;61;4
2022;4;3;16;123865;21;0;77;2
2020;1;2;14;51585;22;0;67;2
2022;3;2;33;443124;18;0;35;4
2021;1;2;1;550523;32;0;55;3
2022;3;3;12;564684;51;50;37;1
2020;3;1;1;599587;7;0;43;1
2021;3;3;12;338459;45;100;68;1
2022;2;3;38;532413;16;50;61;1
2022;3;2;12;394465;39;100;46;1
2020;2;4;50;577703;57;100;30;3
2020;3;3;26;481064;8;100;28;1
2022;4;2;33;281074;49;100;83;2
2021;3;3;35;28541;12;0;40;4
2021;2;3;39;151321;2;100;70;3
2020;4;2;9;429800;32;0;70;2
2020;2;3;33;497247;6;0;85;2
2020;1;4;7;12594;54;50;54;3
2020;4;4;9;374727;35;0;86;4
2020;3;1;26;196716;19;100;29;4
2020;4;1;32;558387;54;0;51;4
2021;4;1;7;263165;10;100;47;1
2021;2;4;9;4525;2;50;23;2
2021;2;2;35;294978;12;50;41;4
2021;1;4;39;234875;44;0;82;2
2020;4;4;19;151052;19;100;53;3
2020;2;3;8;38393;51;100;58;3
2022;1;4;40;337556;16;0;32;1
2022;1;1;41;293768;8;0;10;1
2020;4;3;39;205997;26;100;63;2
2020;2;1;9;30573;13;50;41;1
2020;4;4;42;419778;52;50;97;4
2022;1;2;1;113036;1;50;38;4
2020;2;3;15;335985;50;50;89;2
2020;1;2;5;245481;52;100;78;1
2020;3;3;40;524809;38;50;64;4
2020;2;4;33;454253;5;50;30;1
2021;3;1;11;3615;25;100;37;2
2022;1;4;16;507703;7;100;7;2
2021;1;3;44;339920;28;50;49;1
2020;1;2;2;484582;43;100;54;1
2021;2;1;10;219709;5;50;12;3
2022;4;2;49;24994;46;50;11;1
2022;4;2;27;287509;47;100;91;3
2021;4;2;9;246019;56;100;2;2
2022;1;4;21;505539;14;100;56;1
2020;2;4;34;360973;13;0;91;3
2020;4;2;41;56351;48;0;31;1
2021;1;3;50;30227;56;100;78;2
2022;1;3;34;124124;17;100;17;3
2022;3;3;38;445922;54;50;35;2
2021;4;4;20;578053;18;0;35;2
2020;1;1;29;86633;33;50;69;2
2021;3;4;6;583236;17;50;58;2
2020;1;3;17;142755;28;100;51;4
2022;2;1;39;468454;55;50;26;2
2022;3;4;28;526658;43;50;10;2
2021;1;4;34;201164;41;100;46;4
2020;1;2;22;371046;31;50;16;4
2021;4;2;17;590129;46;0;79;1
2021;3;2;37;133493;12;0;10;3
2021;4;1;29;130722;9;0;32;4
2022;2;3;20;544082;21;100;17;1
2020;4;4;24;527520;8;50;27;3
2022;3;3;23;181668;32;0;15;4
2021;1;3;43;598669;16;50;56;4
2021;1;1;28;371805;10;0;12;3
2020;3;4;11;26846;51;100;83;2
2020;2;1;26;17549;7;100;97;3
2021;3;1;4;520111;17;50;41;3
2021;4;1;45;573029;12;50;9;4
2020;2;3;49;388267;54;50;41;3
2022;1;4;11;599615;34;50;84;1
2020;1;4;15;402432;56;0;39;4
2021;4;2;21;98043;26;0;86;3
2021;3;4;31;72567;35;100;4;4
2021;2;2;31;542981;35;50;46;2
2021;1;2;44;436600;27;100;91;2
2022;2;1;39;15374;22;100;40;1
2022;4;4;36;401363;51;100;75;3
2021;3;3;44;427319;51;0;70;4
2020;4;2;1;203001;15;0;87;1
2022;1;4;35;273253;9;50;36;3
2021;4;2;32;410277;51;0;5;2
2021;1;2;33;327054;49;50;53;3
2020;1;1;31;497278;2;0;68;3
2022;4;3;8;503483;18;50;14;3
2022;2;4;11;370355;41;100;19;1
2022;2;1;50;50439;19;0;49;4
2021;2;4;30;502282;53;50;43;2
2020;2;2;16;78729;5;50;80;3
2021;4;4;8;278483;6;50;65;3
2022;3;4;23;40654;33;0;38;2
2022;3;2;28;194315;34;50;4;1
2021;2;3;44;188278;44;100;87;4
2021;1;1;43;515760;16;100;31;1
2020;2;2;24;58985;55;100;37;2
2020;3;1;12;94539;54;100;34;3
2022;1;4;25;341126;15;50;45;4
2021;1;4;41;355226;27;100;1;4
2021;4;1;22;531297;23;100;99;1
2020;1;2;34;423867;40;0;39;3
2021;2;2;42;251470;3;50;78;3
2021;4;1;6;197739;46;100;60;1
2022;4;2;23;44510;56;50;33;2
2021;4;2;26;285020;17;0;45;3
2020;4;3;29;54472;54;50;39;2
2022;4;3;2;376806;20;50;4;3
2021;1;2;50;554191;31;100;38;3
2020;2;4;3;356164;13;100;69;4
2021;2;4;49;434515;17;50;54;2
2021;3;2;8;485004;38;100;55;4
2021;2;2;27;100322;4;0;76;4
2021;4;2;3;189097;11;100;48;2
2021;4;3;40;29257;43;50;16;4
2021;1;2;35;184139;6;100;89;3
2020;1;3;1;224632;27;50;35;3
2022;4;1;36;332018;26;0;47;3
2020;3;3;50;150712;35;50;82;4
2020;4;2;23;544093;12;50;19;4
2021;2;2;37;597782;39;100;30;3
2022;3;4;23;286712;16;0;17;4
2020;2;3;30;41258;11;100;70;2
2022;3;2;8;274069;7;50;84;2
2022;4;1;43;217791;47;100;23;4
2022;1;1;48;319609;20;100;74;2
2022;1;4;31;174968;22;50;80;2
2022;4;3;33;175475;47;100;14;3
2021;2;3;27;108979;50;0;45;2
2022;1;3;6;8975;31;100;6;2
2020;2;2;18;127086;35;100;62;2
2022;1;4;14;187363;39;50;85;2
2020;4;3;10;541280;25;0;11;3
2022;4;2;36;426846;23;100;85;2
2022;4;4;11;205335;36;0;54;1
2022;1;1;48;122862;23;50;8;4
2022;1;2;8;438535;5;50;7;1
2022;3;3;29;83141;24;100;58;1
2022;3;1;8;531936;17;100;31;4
2021;3;2;10;179071;1;0;44;1
2020;2;4;32;558731;31;50;22;1
2022;3;1;32;465118;20;50;24;2
2020;4;4;36;535380;43;50;2;4
2020;4;4;30;230607;17;50;87;4
2022;2;2;38;226296;20;100;33;2
2020;4;2;5;266275;28;0;38;4
2020;2;1;40;384008;7;100;95;2
2020;3;3;8;218453;53;50;96;3
2021;2;2;31;382866;45;50;46;4
2022;3;4;27;235656;55;0;11;3
2020;3;2;32;81192;1;100;25;1
2022;3;1;19;412765;15;100;25;2
2022;4;1;24;78530;56;50;80;3
2022;1;2;15;278816;10;100;40;2
2021;3;3;13;566303;5;100;53;1
2021;3;1;49;214869;35;50;63;4
2021;1;2;35;348596;47;100;68;2
2020;4;1;37;519371;16;100;85;3
2020;1;3;9;309038;13;50;57;4
2022;1;2;8;195364;13;100;18;2
2020;1;2;9;427458;47;0;12;1
2020;4;2;24;505045;36;100;86;4
2022;1;1;19;71549;50;50;96;2
2021;4;1;12;61785;37;0;51;2
2021;1;4;1;149386;11;0;27;4
2020;4;4;7;322776;51;0;59;1
2020;1;3;29;392022;36;0;78;3
2022;2;1;14;47048;11;100;18;2
2022;3;2;40;356031;21;0;32;2
2021;3;3;33;348470;39;50;66;4
2021;2;4;25;304120;29;50;45;2
2020;2;3;25;266188;51;100;77;1
2021;3;3;10;319627;30;100;99;1
2020;3;2;40;521845;4;100;3;1
2020;3;1;25;74984;2;50;24;3
2021;1;3;14;214757;28;100;69;2
2020;1;2;24;220554;32;100;86;2
2022;1;4;40;42552;26;50;93;2
2020;3;2;8;474423;10;50;48;4
2022;1;2;10;518983;29;0;66;4
2021;3;2;46;53704;6;100;43;3
2021;1;2;4;120984;51;100;35;1
2020;1;1;44;197327;57;100;74;3
2020;2;3;38;192246;20;50;100;4
2020;3;1;21;514255;46;100;71;4
2021;3;1;27;313197;14;0;97;4
2020;1;1;21;287429;23;50;100;2
2022;3;2;46;49218;10;100;37;1
2021;1;1;35;483492;20;0;83;1
2022;3;2;35;275986;18;100;67;4
2021;1;2;50;134864;1;50;67;4
2021;3;4;47;283418;41;100;49;3
2021;4;3;42;320874;41;100;100;3
2021;2;3;28;210417;14;0;42;2
2020;3;1;29;59379;17;50;71;2
2021;3;2;7;387743;55;50;93;3
2020;4;2;29;161908;48;50;92;3
2020;3;1;43;380267;12;50;14;3
2022;4;1;6;152172;22;100;42;4
2020;2;3;28;170844;42;50;70;1
2021;2;1;46;33899;16;0;23;2
2021;4;4;42;476322;12;50;30;1
2020;3;4;2;7866;14;0;51;1
2022;3;3;7;77421;52;0;85;3
2021;2;2;2;94732;27;100;58;1
2020;3;1;7;252295;50;50;22;2
2020;2;1;13;2854;36;50;2;4
2022;4;4;6;173101;42;100;33;4
2022;4;4;4;97488;18;100;30;4
2021;3;4;15;527807;40;0;59;1
2020;1;1;35;224200;36;100;8;4
2021;1;2;22;403331;16;0;49;3
2022;2;1;22;400754;57;0;66;1
2022;1;1;12;225935;28;50;20;1
2022;3;2;6;21341;1;50;63;1
2020;2;1;45;68116;24;0;17;2
2020;4;4;27;112250;50;100;10;4
2022;3;2;14;594519;26;0;74;3
2021;1;3;32;422309;50;50;34;3
