work_year;experience_level;employment_type;job_title;salary_usd;employee_residence;remote_ratio;company_id;employment_status
2021;2;2;14;190647;33;1;27;3
2021;3;2;47;381906;1;3;22;4
2021;1;4;36;157817;38;2;80;4
2021;3;1;28;383511;34;3;80;4
2020;2;4;25;22783;29;2;60;1
2022;3;1;41;121563;15;1;58;2
2022;3;2;45;374603;54;3;97;3
2020;2;4;14;390066;49;1;58;4
2022;1;3;48;16868;49;2;14;3
2021;4;1;33;264276;36;3;88;2
2020;2;2;36;82652;20;3;68;1
2020;1;3;9;308670;31;3;20;2
2022;2;4;48;569185;22;1;54;2
2021;1;1;10;424234;32;3;4;1
2022;3;4;45;409213;13;3;70;3
2020;3;4;19;439462;35;3;49;3
2022;2;1;19;269079;44;2;46;2
2020;1;4;10;556922;16;3;1;3
2020;3;3;20;276221;33;1;87;1
2021;1;3;4;125790;57;2;37;3
2020;1;1;48;33762;54;2;17;4
2020;2;4;32;219088;39;3;28;2
2020;1;3;20;143991;5;3;83;4
2021;3;4;6;131030;38;1;98;3
2020;4;2;49;510149;57;3;33;3
2022;2;4;18;84025;52;2;72;3
2021;1;1;34;474662;27;3;13;3
2020;1;1;5;115754;56;3;89;3
2021;2;4;15;35663;12;1;100;2
2020;1;3;28;111162;27;3;33;4
2021;2;4;38;361176;19;2;7;2
2021;3;4;46;473898;39;3;58;2
2021;1;4;22;535221;57;2;22;2
2022;2;4;20;392226;43;1;62;3
2020;2;3;23;91255;8;1;45;1
2021;4;4;24;15092;5;1;19;2
2021;1;2;45;363097;8;1;82;4
2021;3;1;35;281326;23;2;3;4
2021;2;4;6;170857;26;3;15;4
2020;3;2;41;519337;57;3;12;2
2020;3;1;46;547999;55;3;13;1
2022;2;2;28;502770;17;2;5;4
2022;2;3;26;13017;27;1;33;2
2021;2;2;3;442028;30;3;72;2
2022;2;4;41;558148;18;2;45;2
2022;3;1;1;101215;18;1;54;1
2021;1;2;32;253169;42;1;2;2
2022;2;4;7;154749;13;2;70;3
2020;4;3;27;262604;11;3;41;4
2022;3;1;40;325277;34;2;73;1
2020;1;4;9;230363;44;3;7;2
2021;2;3;45;420756;37;3;77;2
2022;3;2;19;512022;13;2;77;1
2021;2;4;11;164051;39;3;59;4
2022;2;3;34;69135;1;1;8;1
2020;4;1;2;582435;53;2;75;2
2021;4;1;39;460578;7;2;30;1
2021;4;3;26;488041;2;2;11;1
2022;4;1;7;317434;50;2;55;1
2021;3;3;42;337267;7;3;29;3
2020;4;4;32;63322;6;3;78;2
2022;1;3;10;314976;35;1;59;4
2020;2;4;42;43351;6;1;37;2
2022;1;2;48;392274;28;3;91;2
2021;4;2;9;193518;25;2;27;2
2022;3;3;37;456458;5;3;22;1
2022;3;2;46;263801;51;3;55;1
2022;1;2;40;145519;23;2;26;3
2022;4;4;7;341815;6;1;47;3
2020;4;3;50;380417;13;3;34;2
2022;3;3;15;72977;18;2;3;4
2022;3;1;39;278079;8;2;55;4
2022;1;3;14;535306;37;3;49;3
2022;3;3;37;5882;29;1;89;3
2022;1;4;23;142851;18;1;66;4
2021;4;2;7;176222;19;2;7;1
2020;2;2;41;567406;6;1;23;3
2020;1;2;11;589038;19;3;48;4
2020;4;4;9;418837;33;3;72;4
2020;4;2;44;101456;39;3;66;2
2022;1;4;48;317412;15;1;29;4
2021;2;4;27;515262;3;3;73;2
2022;4;2;19;234069;11;2;13;2
2022;2;4;19;179452;32;3;54;2
2020;3;4;2;164910;42;1;95;4
2021;2;3;18;120547;45;3;58;4
2022;3;4;35;132105;1;1;1;2
2020;3;3;44;86949;52;2;48;2
2022;1;3;18;581848;30;1;92;3
2022;4;3;16;325092;30;3;34;3
2020;1;3;44;236476;49;1;63;4
2020;4;1;31;187105;48;2;4;1
2020;1;1;48;176207;4;3;36;4
2021;1;4;9;117759;9;1;65;4
2020;2;2;44;500613;11;2;22;2
2021;3;4;26;269641;12;1;57;4
2022;3;3;5;30646;37;3;51;2
2021;4;2;40;143437;28;2;7;1
2021;1;1;9;306626;35;1;66;4
2022;1;2;44;397732;56;1;47;2
2021;3;3;42;386900;9;3;4;4
2022;2;1;10;301170;40;1;37;2
2022;1;2;26;373141;33;3;63;3
2020;3;2;25;499185;7;2;93;3
2020;2;1;25;403605;27;3;5;3
2021;3;2;2;146275;1;1;55;1
2020;2;3;3;291298;32;2;75;3
2022;1;1;11;501657;44;1;18;4
2021;1;1;8;478386;39;3;59;3
2020;1;3;39;128411;25;1;47;2
2022;3;3;39;590240;10;2;26;3
2020;1;3;2;300520;17;2;86;3
2021;2;3;11;124099;4;2;84;4
2021;1;4;24;452126;13;2;19;3
2020;4;3;41;76209;1;1;54;3
2021;2;1;37;13529;43;2;86;4
2022;3;3;16;244177;30;2;43;1
2022;4;4;8;583157;42;3;74;2
2020;2;2;37;99835;40;2;79;2
2021;3;4;13;462714;36;2;22;4
2020;1;3;48;444777;42;3;63;3
2022;1;1;48;505506;57;1;37;3
2022;4;4;49;188300;26;1;48;1
2022;2;4;13;59915;47;3;65;4
2021;2;2;16;319845;39;1;20;4
2021;2;1;48;556307;34;2;24;3
2022;2;3;3;505774;30;2;31;1
2021;4;3;21;492453;55;2;99;3
2021;4;1;20;446480;41;3;77;1
2021;4;3;23;251912;56;2;9;1
2022;4;2;31;237551;31;3;32;4
2020;2;4;25;208557;45;3;50;1
2020;1;3;39;125818;26;1;33;2
2020;1;4;17;317726;24;3;55;2
2020;4;4;39;359348;20;3;12;1
2020;1;4;43;549107;8;2;57;4
2020;4;1;22;578955;5;3;84;3
2022;2;1;6;595135;40;3;56;3
2022;2;2;16;377737;22;2;74;3
2021;3;4;15;340379;1;3;49;4
2021;2;1;46;391095;37;2;11;3
2020;2;4;8;484007;1;3;53;1
2021;3;3;11;136769;25;1;87;2
2020;3;3;47;410061;37;1;75;4
2022;1;1;37;474599;6;2;31;1
2021;1;4;19;314678;40;1;53;2
2021;4;4;35;461635;46;2;1;3
2022;4;3;26;333638;14;2;12;4
2021;4;2;48;492208;9;1;21;4
2022;3;2;20;111821;49;2;77;4
2022;2;1;7;224986;47;2;27;1
2022;4;1;37;367530;2;3;65;3
2022;4;1;35;232801;7;3;89;4
2022;3;4;14;377831;11;2;53;1
2021;1;2;22;81710;29;3;30;4
2022;1;2;8;332964;37;3;46;2
2020;2;3;41;298961;14;2;79;1
2021;4;3;45;326600;50;3;26;1
2022;2;4;45;363054;57;2;77;1
2021;1;1;34;73262;33;3;68;4
2020;1;3;12;429601;42;3;23;4
2022;3;3;41;73000;19;2;65;1
2022;4;2;38;438823;18;1;90;3
2021;2;3;25;184063;1;1;75;2
2020;1;4;3;539988;19;3;59;2
2020;4;2;39;115556;48;2;72;4
2020;3;2;50;90462;4;3;82;3
2021;4;2;34;166468;57;2;67;2
2020;4;1;48;210113;35;1;9;3
2022;4;2;1;245876;6;1;14;2
2022;3;4;46;51681;18;2;41;1
2021;4;3;5;99920;30;1;69;4
2021;2;2;15;235454;18;1;32;2
2022;4;4;48;245035;37;3;71;3
2022;4;1;33;386558;2;3;25;1
2021;4;2;26;10599;24;3;59;4
2020;2;4;38;76308;23;2;38;1
2020;4;4;29;19296;1;1;89;1
2022;2;1;18;465519;50;1;76;2
2021;2;1;31;24183;55;1;5;1
2020;3;2;22;361149;27;2;10;2
2020;4;2;10;584175;20;1;12;1
2020;2;3;40;70660;35;1;55;2
2021;2;1;7;276900;52;1;89;2
2022;4;2;8;517036;46;3;46;4
2021;2;4;20;303206;21;1;88;1
2021;1;1;20;286875;43;3;11;2
2020;1;4;9;64550;32;1;70;1
2022;4;3;31;546180;34;2;33;1
2020;1;2;13;434123;21;1;18;3
2021;1;4;13;484115;42;3;13;3
2020;2;3;44;274637;13;3;32;4
2021;2;3;45;41748;30;1;97;3
2022;2;3;14;131576;15;2;97;2
2020;2;1;12;390962;34;1;42;4
2020;3;3;48;583248;39;1;49;3
2022;2;2;25;377509;16;2;49;2
2022;1;1;2;591605;32;2;22;4
2021;1;4;25;515744;30;3;56;2
2022;4;3;18;266131;42;3;94;3
2021;3;2;40;170547;37;3;2;3
2022;3;2;39;414136;2;1;43;1
2022;4;2;6;473888;2;3;20;2
2021;2;4;1;108524;35;3;81;3
2022;2;2;4;284571;28;3;12;3
2020;4;2;39;121837;3;3;9;3
2022;3;3;49;33270;26;3;80;4
2022;1;2;28;215015;54;1;10;1
2022;2;2;22;176725;11;2;84;4
2022;1;1;10;77482;48;3;59;2
2020;4;2;12;496027;10;1;9;4
2022;4;4;41;336839;43;3;91;3
2020;1;4;27;142485;14;3;50;3
2020;3;2;39;527497;14;1;81;1
2020;3;2;50;530506;1;3;27;4
2020;1;1;7;334932;48;2;100;1
2022;3;3;41;294318;38;2;39;2
2021;2;2;7;24844;38;3;11;1
2020;3;2;48;481519;28;2;12;2
2020;4;1;33;301922;32;2;4;1
2022;4;1;6;2221;20;3;82;2
2021;1;1;5;418816;11;2;67;2
2021;3;2;25;597523;17;1;1;3
2020;2;4;36;596531;12;1;88;3
2021;2;3;26;513484;29;2;50;2
2022;4;4;27;182707;53;1;89;1
2022;3;2;2;125254;43;1;44;2
2022;3;2;42;550976;16;1;47;1
2022;4;1;43;515437;43;3;68;2
2022;4;3;3;295177;5;1;48;2
2022;3;4;43;325313;42;2;82;1
2020;2;3;8;162134;43;2;50;1
2021;2;1;21;317274;25;3;21;1
2021;2;2;34;228207;55;3;25;4
2021;2;3;20;488392;27;3;27;4
2022;4;3;37;487158;17;1;64;4
2021;4;4;45;492429;50;3;79;4
2020;2;1;13;516247;49;3;30;2
2020;3;4;31;583846;27;3;32;1
2020;2;3;28;599814;27;3;29;3
2020;4;4;44;9293;29;3;99;2
2020;3;2;26;195169;20;1;74;3
2022;2;4;16;355160;42;2;66;4
2022;4;4;46;450518;27;1;60;2
2020;1;3;33;578715;14;2;41;3
2021;2;2;37;186384;37;3;53;3
2020;4;1;40;9423;45;3;52;3
2022;1;4;19;12139;49;2;49;4
2020;2;4;42;465528;17;3;79;1
2021;4;1;27;362199;16;1;10;3
2022;3;2;5;476137;57;1;58;1
2020;1;3;49;23286;31;3;5;1
2020;1;3;1;30463;25;3;1;1
2021;1;1;22;10284;34;2;93;4
2021;2;4;12;273559;7;3;44;3
2021;4;2;27;92539;30;1;23;1
2022;4;4;33;596384;1;2;43;3
2021;2;1;43;160340;28;3;18;4
2020;4;4;44;363557;54;3;58;1
2020;4;2;38;428615;31;2;26;4
2021;4;2;30;449885;15;1;24;3
2021;2;1;26;104130;54;1;56;4
2021;3;1;1;330445;33;1;52;4
2022;4;2;48;303846;52;1;30;3
2020;4;1;20;3838;9;2;33;3
2020;4;4;18;42330;45;1;67;4
2022;3;2;6;538774;37;2;28;1
2021;4;3;18;501515;41;2;30;4
2022;2;3;25;502552;13;2;72;4
2022;1;3;47;294169;5;2;92;2
2022;4;4;28;417638;23;3;78;2
2022;2;3;33;127024;11;3;3;3
2021;1;4;4;443837;44;2;58;2
2020;1;3;47;55272;12;3;77;2
2020;2;1;41;114686;25;1;30;2
2020;1;4;31;458371;54;2;90;1
2021;4;2;23;542958;41;1;73;2
2020;3;4;41;284851;3;1;30;4
2020;3;4;35;267105;49;1;4;1
2021;1;1;34;255647;1;1;99;4
2021;1;4;21;160747;36;3;17;3
2021;2;4;29;474003;54;1;17;3
2020;2;2;34;398539;16;3;22;1
2021;2;4;25;307162;3;2;59;2
2022;3;4;13;206600;39;3;27;1
2022;2;1;42;292182;48;2;17;1
2022;1;1;42;261377;37;1;21;4
2021;3;1;9;79446;27;3;13;1
2021;2;1;26;503910;43;1;22;3
2021;2;1;6;598010;35;3;49;3
2020;4;1;28;575548;27;2;60;4
2021;1;2;29;2377;55;2;37;3
2022;1;1;19;105842;34;2;70;1
2021;1;4;49;70708;56;3;42;4
2022;1;2;32;145005;13;3;64;2
2021;4;2;28;143589;38;1;47;3
2022;4;2;15;87155;41;2;85;1
2020;4;2;29;566117;22;2;63;1
2020;2;1;50;295415;50;3;22;4
2020;3;4;34;528345;19;1;81;1
2021;3;4;29;7026;57;1;83;3
2022;3;3;4;267012;53;3;19;1
2021;3;3;17;505540;11;3;73;3
2021;4;1;9;412380;34;3;69;3
2022;2;3;48;109098;35;3;44;4
2020;3;3;16;136878;40;3;81;3
2020;2;4;50;301959;45;3;3;1
2021;4;2;29;206322;26;1;85;1
2020;2;1;34;416410;35;3;27;4
2022;3;1;50;514233;40;2;65;2
2021;4;4;50;519942;28;3;29;4
2021;3;3;39;227906;32;2;6;3
2022;4;4;23;227204;14;2;99;2
2020;3;3;32;200609;16;2;59;3
2020;2;2;23;80918;45;3;99;3
2021;3;1;26;501428;37;2;35;4
2022;2;3;12;557637;9;2;51;1
2022;3;4;1;292750;2;3;93;3
2022;3;4;22;67165;1;1;33;2
2022;4;2;33;356698;9;2;29;1
2021;3;1;21;174872;8;1;19;2
2020;1;4;45;553363;54;2;22;3
2021;3;4;47;538311;50;3;42;4
2020;4;3;37;183174;26;1;55;1
2022;3;3;46;89376;40;2;91;3
2021;1;2;21;191603;52;1;94;4
2020;3;3;35;339865;52;2;64;4
2021;4;3;26;8833;10;2;88;1
2022;4;2;46;170364;32;1;1;4
2021;2;2;45;385199;7;3;73;4
2020;4;1;2;598679;1;2;79;3
2021;3;2;4;154105;1;1;58;1
2022;1;2;34;5251;22;1;11;1
2020;2;3;24;133734;19;1;33;3
2020;3;1;24;277452;16;1;71;1
2022;1;2;33;420068;37;2;32;3
2021;2;3;18;64117;51;1;73;1
2022;4;1;39;48494;2;2;31;3
2020;2;3;31;56629;20;3;98;4
2022;4;2;9;363881;38;3;35;1
2020;2;4;17;375890;13;2;17;4
2021;3;2;13;555934;24;3;79;3
2020;4;1;25;514896;24;2;84;2
2021;3;1;37;75440;45;1;92;3
2020;4;4;23;322195;28;1;99;3
2021;2;4;11;407801;56;3;16;2
2022;1;4;20;328750;18;3;74;1
2021;1;2;5;380439;42;3;16;3
2022;4;2;32;376405;55;3;27;3
2021;4;2;28;323167;7;1;39;2
2020;1;1;6;408358;57;3;57;2
2020;2;1;12;384473;14;2;13;3
2021;4;3;4;254633;5;2;63;3
2022;3;1;12;12385;33;1;18;3
2022;1;1;19;550728;50;2;96;1
2022;2;2;20;590148;42;3;68;4
2022;3;4;4;472295;19;2;6;1
2022;2;4;8;112793;7;2;68;3
2021;1;1;22;49729;19;3;50;3
2020;1;3;29;249556;38;3;56;4
2022;4;4;35;38417;37;1;37;4
2020;1;3;47;149779;3;3;75;3
2022;4;2;42;453222;35;2;45;4
2020;1;3;19;534960;36;1;69;3
2020;3;3;21;395103;35;1;4;1
2022;4;3;36;247143;39;1;79;4
2022;2;1;36;526982;35;3;9;2
2021;3;2;34;226792;28;1;58;3
2022;2;1;14;286807;55;3;75;1
2022;2;4;6;252828;18;2;87;4
2021;3;4;23;377029;39;2;45;4
2022;1;4;21;61463;35;3;94;4
2021;4;2;39;587755;34;3;85;2
2021;2;3;4;564563;47;2;90;1
2022;4;4;20;64790;46;2;63;3
2021;4;2;32;85889;33;1;53;2
2021;2;2;28;343421;44;2;9;1
2020;2;4;13;113917;11;3;92;3
2021;1;1;36;2574;54;2;81;2
2020;3;4;40;248622;19;2;98;3
2022;3;2;1;422961;4;2;3;3
2020;1;1;6;77756;11;3;71;2
2021;1;4;10;100768;6;1;16;3
2020;4;4;46;404507;47;3;57;4
2020;2;3;19;599532;4;1;24;2
2021;4;4;11;214811;22;1;2;1
2021;4;3;26;3903;47;3;6;2
2021;2;4;9;48817;25;2;10;3
2022;4;4;2;507871;52;1;81;1
2020;1;1;19;168610;24;1;16;1
2021;2;3;44;148152;16;1;80;2
2021;3;4;39;449778;54;1;6;4
2020;3;3;35;529659;55;1;38;2
2022;3;4;26;382332;10;1;65;4
2020;1;4;37;535618;14;2;51;1
2022;4;3;30;72075;35;1;28;4
2022;2;3;38;358040;46;2;90;3
2020;2;1;23;89683;41;3;55;3
2022;2;2;11;253121;45;3;64;2
2021;4;2;38;55376;37;3;82;1
2022;4;3;44;424368;20;3;79;1
2021;4;2;6;78925;25;1;42;3
2020;2;2;35;454795;22;3;95;4
2022;4;3;29;93833;15;1;98;3
2021;1;1;11;92485;18;3;1;4
2021;1;1;4;403528;2;1;58;3
2020;4;2;28;587470;56;3;98;1
2021;2;1;26;169129;48;3;13;4
2021;2;4;8;334549;45;1;20;4
2021;2;2;48;474206;10;3;26;3
2022;4;4;10;500310;14;3;30;3
2021;4;1;16;121407;1;3;33;4
2022;3;2;11;27459;10;2;78;2
2021;1;4;22;181013;6;3;56;4
2021;3;2;2;7516;38;1;85;4
2020;3;3;2;487581;56;2;84;1
2022;3;3;4;176221;46;1;67;4
2022;1;4;5;55643;30;2;96;4
2022;4;2;39;318144;11;1;15;2
2020;1;3;13;133230;15;1;32;1
2020;3;2;26;336244;34;3;40;3
2020;3;3;2;307878;27;1;51;2
2022;4;4;17;68553;21;2;53;3
2021;1;1;25;264863;32;2;51;4
2021;3;1;9;304121;29;3;91;4
2020;2;1;17;240150;51;3;29;1
2020;2;3;12;190648;52;1;26;2
2021;4;3;5;191678;28;2;16;3
2020;2;2;16;139100;57;1;48;3
2022;4;3;28;31708;28;2;88;3
2022;2;4;6;568041;22;3;47;2
2022;4;1;49;165289;32;1;65;3
2021;4;1;39;19511;45;3;67;1
2021;1;3;17;593629;36;2;75;1
2021;1;2;38;249336;44;3;11;1
2021;3;1;27;172068;45;1;37;4
2022;1;3;11;459696;36;3;10;2
2022;4;3;44;209751;28;2;74;1
2022;1;2;44;254499;22;2;96;4
2022;1;3;5;532558;7;3;65;4
2020;3;4;13;112042;33;1;82;1
2022;4;1;49;553395;42;1;72;3
2022;4;3;49;12668;6;2;4;1
2020;4;1;34;573404;31;1;8;4
2021;3;2;34;597590;5;1;37;1
2020;2;2;43;40288;21;3;58;3
2022;3;3;6;112202;1;2;13;1
2021;4;2;49;445576;44;1;46;2
2021;4;1;38;365110;21;1;71;2
2021;2;1;4;368342;14;2;56;4
2022;3;1;15;253220;50;3;15;3
2021;3;3;24;170925;28;1;31;2
2022;3;1;3;94247;50;1;63;4
2022;2;3;17;267833;41;3;9;1
2020;1;3;39;352909;54;3;28;3
2022;2;2;41;220757;29;3;7;4
2022;3;2;28;325348;31;1;99;1
2020;3;1;9;553503;48;2;30;1
2021;4;2;5;454219;16;1;2;4
2022;1;3;12;412802;32;2;29;4
2020;3;3;37;84300;36;2;10;4
2021;2;3;44;14809;43;2;93;3
2022;2;3;48;445444;55;3;17;2
2022;4;4;44;561427;50;2;39;3
2020;2;3;16;20174;29;3;42;4
2021;1;3;20;478211;32;3;87;2
2022;3;4;49;181319;8;2;67;2
2020;3;3;35;401786;14;1;22;4
2022;3;3;38;556408;45;3;22;1
2021;1;1;25;65081;34;2;90;4
2020;4;4;3;521862;53;1;69;2
2022;2;4;8;112259;23;2;78;1
2022;1;4;42;170555;15;2;10;2
2020;1;2;6;102714;37;1;2;2
2020;1;1;20;179394;22;3;19;1
2022;3;4;33;417662;31;1;50;3
2022;4;2;14;7750;17;3;96;2
2021;3;1;50;216706;19;1;67;4
2020;4;1;49;520083;7;1;32;1
2021;3;3;50;284852;21;2;37;1
2020;3;4;39;353778;19;3;7;1
2020;1;2;43;284049;34;2;51;1
2022;2;1;22;191074;33;1;5;3
2021;3;2;6;123164;17;1;96;3
2020;3;2;48;336815;40;2;10;3
2022;1;1;15;111491;45;3;37;1
2021;4;2;34;387810;8;3;42;3
2020;2;4;20;369562;39;3;29;4
2021;3;4;1;151740;45;3;46;1
2020;3;2;40;560352;3;2;51;2
2020;1;1;12;9783;11;1;56;1
2021;1;2;47;462649;8;1;50;4
2022;3;2;14;109584;50;3;1;2
2020;4;4;8;113771;5;1;98;1
2022;1;1;7;168271;55;3;71;1
2022;1;1;20;557642;40;2;45;1
2020;3;4;32;276384;19;3;91;2
2020;3;4;8;12219;54;3;84;3
2022;4;1;36;458615;55;2;48;3
2020;2;2;40;575208;22;1;33;1
2021;1;1;43;32422;29;2;96;1
2022;4;3;1;220602;33;2;37;3
2022;1;2;41;50983;49;3;75;2
2022;3;3;26;211343;27;1;13;2
2020;1;1;42;515121;12;1;80;3
2020;1;1;11;243243;2;2;55;2
2020;4;4;37;592930;15;2;98;3
2021;2;2;44;330879;50;3;31;3
2020;4;4;19;318669;29;2;46;4
2022;3;1;13;338707;32;3;3;3
2022;1;4;44;129619;18;1;50;2
2022;4;4;23;205601;40;2;86;4
2021;3;4;24;496073;5;3;22;4
2021;3;2;29;80790;2;2;32;3
2022;2;2;21;37339;56;3;15;4
2022;4;2;16;193701;38;3;7;2
2021;1;4;6;402330;51;2;52;4
2021;3;3;19;571235;44;3;19;1
2020;2;1;4;349014;36;2;49;4
2021;4;3;41;271772;43;2;21;2
2022;2;4;41;235435;30;3;94;1
2020;2;4;37;318382;53;1;88;1
2022;4;1;48;459833;32;2;86;4
2022;2;3;21;171082;13;2;26;2
2022;4;1;40;359714;25;1;22;4
2020;3;4;6;40899;51;1;44;2
2020;2;3;8;152341;56;1;68;1
2020;4;1;22;3492;37;1;88;3
2022;4;1;21;265163;55;1;87;3
2021;3;2;24;344228;52;1;79;1
2022;2;1;2;35867;57;3;4;4
2020;4;4;41;446396;38;1;95;2
2020;4;2;28;405143;52;3;23;1
2021;3;2;4;249039;26;3;93;2
2021;2;1;5;391544;12;1;16;4
2022;3;3;42;53701;19;3;76;3
2020;1;4;6;83924;57;1;75;2
2020;1;1;22;30204;45;3;49;4
2020;1;4;11;384610;38;3;61;1
2021;3;2;38;374689;44;1;27;2
2020;2;4;27;22707;21;2;7;4
2021;1;2;10;386003;19;3;24;1
2022;2;3;47;383011;42;1;94;2
2022;4;1;49;160540;24;1;68;1
2020;1;2;9;598789;27;3;66;2
2020;1;4;30;43358;21;3;70;3
2022;2;4;29;473066;10;1;33;1
2020;2;1;23;339421;51;2;21;3
2020;3;2;16;79511;43;3;54;4
2021;3;2;10;515756;9;1;96;1
2020;3;4;21;452523;39;3;70;3
2021;4;1;2;296306;50;1;11;2
2022;2;4;8;37335;20;1;72;4
2022;4;2;30;259482;24;2;99;2
2020;3;2;37;337330;14;2;61;1
2022;1;3;50;361830;11;2;97;3
2021;2;2;16;456592;3;3;79;3
2022;4;1;1;392096;6;3;87;4
2020;2;3;45;516987;3;1;63;3
2021;1;2;32;331949;16;3;29;2
2020;1;1;37;386782;30;2;18;1
2022;1;2;40;172380;31;3;49;1
2020;1;1;41;311552;6;2;35;1
2020;1;2;49;56430;6;3;44;3
2022;4;2;44;319984;19;2;71;3
2021;1;2;3;564435;18;1;53;4
2022;1;2;9;271730;2;2;79;4
2020;1;2;24;221036;37;3;35;3
2020;4;1;4;114821;35;1;24;1
2020;4;1;16;305988;9;2;49;3
2022;1;1;39;341123;23;1;86;3
2020;4;3;22;100469;2;1;96;3
2022;1;1;1;429377;49;2;23;4
2022;2;3;47;226521;54;3;80;4
2021;4;2;1;440033;50;3;98;2
2022;2;4;17;459048;28;1;10;2
2021;2;4;6;516800;49;2;46;2
2022;2;3;16;402412;44;2;67;1
2021;4;2;40;311054;14;2;40;3
2020;1;2;19;210159;17;1;29;2
2020;1;4;47;526534;56;3;46;2
2020;4;2;1;173381;42;2;54;2
2020;1;3;45;385077;56;3;17;1
2020;2;4;6;213284;2;1;43;1
2020;1;3;1;269277;6;2;2;3
2020;2;3;33;317824;5;3;91;2
2020;2;3;6;561041;25;3;80;3
2022;1;4;3;36976;41;3;65;3
2020;2;4;35;551966;11;1;68;3
2020;2;3;4;34073;44;3;46;2
2022;2;3;19;538298;23;3;34;1
2021;1;4;35;251539;37;2;12;1
2022;2;3;21;92169;43;2;32;4
2021;1;3;47;37662;35;1;97;1
2022;1;3;24;499807;22;1;30;3
2021;1;4;21;480464;27;1;1;2
2021;2;3;28;380196;44;1;55;4
2020;2;3;44;21036;36;1;62;2
2021;4;1;48;197235;32;2;79;2
2020;4;2;8;273986;36;2;64;1
2020;2;2;43;593096;41;3;47;3
2020;3;2;32;287299;18;3;19;2
2021;2;1;38;493801;56;1;45;4
2022;4;4;43;200079;36;1;69;3
2022;3;1;2;523806;8;3;62;3
2021;2;4;5;13852;42;3;48;1
2022;2;3;17;439138;29;2;81;2
2020;1;3;21;456484;14;3;76;3
2021;2;1;35;570876;10;1;69;3
2021;2;4;36;58890;52;1;59;3
2020;3;4;23;298039;50;2;98;2
2021;4;1;19;158668;43;2;14;3
2022;3;1;12;564787;50;2;84;2
2020;1;3;10;553481;13;2;77;2
2020;1;2;29;559497;8;1;29;2
2022;3;4;40;171169;45;3;93;4
2020;1;4;11;291896;12;3;76;2
2021;4;2;5;507803;5;3;9;4
2021;2;1;21;557000;53;2;23;3
2021;3;2;14;14825;14;2;68;1
2020;4;3;13;293590;7;2;63;3
2021;2;3;13;316673;32;1;32;2
2021;1;1;1;277226;24;1;47;1
2022;1;2;2;33376;52;3;21;1
2022;2;4;21;475261;23;3;48;2
2022;2;3;31;379597;35;3;55;1
2021;2;3;13;459056;48;3;12;1
2022;4;2;12;499172;25;3;69;1
2020;1;2;3;298702;40;3;12;1
2021;2;4;20;473753;21;2;97;4
2022;2;2;2;506412;19;2;72;4
2022;3;4;45;240029;32;2;84;2
2020;3;3;50;41804;22;2;87;3
2020;1;4;44;273776;47;3;50;1
2021;4;3;2;333972;29;2;62;3
2021;1;2;17;426554;41;2;40;2
2021;1;2;16;150635;27;1;40;2
2021;1;1;15;542234;19;2;27;1
2021;2;1;47;203824;14;1;58;4
2022;3;4;37;311494;28;3;61;1
2022;2;2;50;531351;23;3;96;1
2022;1;3;34;49616;34;2;59;3
2021;4;2;29;520788;50;3;76;2
2022;2;1;19;187988;26;2;40;1
2022;4;1;1;373869;54;3;6;4
2020;3;1;33;579400;53;2;27;3
2021;3;2;27;305232;17;2;17;4
2021;4;2;24;288929;16;2;1;2
2022;1;2;43;112800;51;1;9;1
2022;3;3;42;279001;25;3;38;3
2021;2;1;32;521213;7;3;28;3
2021;2;3;46;405062;42;2;60;4
2021;2;2;11;531772;48;3;59;1
2020;2;2;39;19542;47;2;58;4
2021;4;3;18;161036;29;1;36;3
2021;3;1;46;204805;47;3;7;3
2022;2;4;1;15681;53;1;10;3
2020;2;1;15;516025;54;2;40;3
2021;2;2;30;303931;11;3;10;3
2020;4;3;2;19487;32;3;88;4
2020;4;4;1;397917;50;2;92;3
2021;1;3;4;336172;51;1;75;2
2021;2;1;30;302823;16;1;63;4
2022;1;4;45;443623;51;1;85;2
2022;4;1;10;341707;44;2;41;1
2021;2;3;42;584068;26;1;35;3
2020;1;3;24;365328;20;1;80;4
2021;1;2;25;365684;27;1;77;2
2020;3;1;38;423309;27;2;83;4
2022;4;3;46;253771;27;1;44;4
2021;3;4;44;43951;13;2;78;2
2022;2;1;5;202234;10;2;79;2
2022;4;3;22;530885;6;3;48;3
2022;4;4;32;68638;56;1;85;4
2021;2;1;4;145037;30;2;98;4
2020;2;2;2;523182;10;1;34;2
2021;2;3;14;245351;45;1;67;3
2022;4;4;12;153344;4;1;72;2
2020;4;4;45;217380;52;2;73;4
2021;2;2;14;164041;26;3;67;2
2020;4;4;8;472099;14;2;2;3
2020;3;2;50;400775;1;3;16;3
2022;2;1;10;546818;7;1;51;3
2022;1;2;33;160049;55;1;97;2
2021;1;4;6;81111;54;2;65;3
2021;4;1;24;464917;38;3;18;4
2022;4;3;8;226603;32;1;41;3
2020;4;4;27;20726;15;2;62;1
2021;1;4;49;594130;17;3;35;1
2020;2;3;37;365825;20;2;55;4
2022;4;2;43;504890;14;1;35;2
2022;2;3;29;312451;31;3;78;2
2021;3;3;37;393540;56;2;62;2
2020;2;4;34;526410;54;1;3;1
2022;1;4;41;171039;54;3;9;3
2020;2;4;13;370714;29;1;94;4
2020;1;1;18;493326;33;1;63;1
